None,ticker,date,closeadj
25329,MHK,2021-05-24,208.28
25330,MHK,2021-05-21,207.21
25331,MHK,2021-05-20,207.96
25332,MHK,2021-05-19,207.86
25333,MHK,2021-05-18,214.69
25334,MHK,2021-05-17,218.25
25335,MHK,2021-05-14,219.1
25336,MHK,2021-05-13,218.97
25337,MHK,2021-05-12,209.49
25338,MHK,2021-05-11,219.47
25339,MHK,2021-05-10,226.48
25340,MHK,2021-05-07,229.74
25341,MHK,2021-05-06,224.88
25342,MHK,2021-05-05,224.3
25343,MHK,2021-05-04,219.84
25344,MHK,2021-05-03,221.0
25345,MHK,2021-04-30,205.5
25346,MHK,2021-04-29,212.98
25347,MHK,2021-04-28,207.7
25348,MHK,2021-04-27,208.36
25349,MHK,2021-04-26,206.71
25350,MHK,2021-04-23,203.34
25351,MHK,2021-04-22,199.17
25352,MHK,2021-04-21,201.11
25353,MHK,2021-04-20,196.05
25354,MHK,2021-04-19,199.91
25355,MHK,2021-04-16,204.81
25356,MHK,2021-04-15,201.67
25357,MHK,2021-04-14,201.74
25358,MHK,2021-04-13,202.59
25359,MHK,2021-04-12,204.11
25360,MHK,2021-04-09,202.93
25361,MHK,2021-04-08,198.45
25362,MHK,2021-04-07,197.74
25363,MHK,2021-04-06,200.68
25364,MHK,2021-04-05,201.19
25365,MHK,2021-04-01,198.28
25366,MHK,2021-03-31,192.31
25367,MHK,2021-03-30,195.03
25368,MHK,2021-03-29,191.27
25369,MHK,2021-03-26,195.67
25370,MHK,2021-03-25,192.3
25371,MHK,2021-03-24,185.4
25372,MHK,2021-03-23,181.28
25373,MHK,2021-03-22,183.15
25374,MHK,2021-03-19,183.74
25375,MHK,2021-03-18,183.35
25376,MHK,2021-03-17,185.94
25377,MHK,2021-03-16,182.86
25378,MHK,2021-03-15,188.32
25379,MHK,2021-03-12,189.04
25380,MHK,2021-03-11,185.78
25381,MHK,2021-03-10,184.99
25382,MHK,2021-03-09,183.64
25383,MHK,2021-03-08,187.27
25384,MHK,2021-03-05,186.11
25385,MHK,2021-03-04,175.69
25386,MHK,2021-03-03,182.63
25387,MHK,2021-03-02,181.48
25388,MHK,2021-03-01,179.76
25389,MHK,2021-02-26,174.99
25390,MHK,2021-02-25,172.6
25391,MHK,2021-02-24,182.98
25392,MHK,2021-02-23,177.93
25393,MHK,2021-02-22,173.7
25394,MHK,2021-02-19,171.9
25395,MHK,2021-02-18,166.33
25396,MHK,2021-02-17,168.45
25397,MHK,2021-02-16,171.11
25398,MHK,2021-02-12,169.28
25399,MHK,2021-02-11,159.71
25400,MHK,2021-02-10,159.91
25401,MHK,2021-02-09,156.08
25402,MHK,2021-02-08,153.1
25403,MHK,2021-02-05,152.52
25404,MHK,2021-02-04,149.06
25405,MHK,2021-02-03,148.4
25406,MHK,2021-02-02,145.32
25407,MHK,2021-02-01,145.85
25408,MHK,2021-01-29,143.6
25409,MHK,2021-01-28,148.29
25410,MHK,2021-01-27,144.34
25411,MHK,2021-01-26,148.75
25412,MHK,2021-01-25,148.82
25413,MHK,2021-01-22,149.77
25414,MHK,2021-01-21,150.93
25415,MHK,2021-01-20,151.21
25416,MHK,2021-01-19,148.9
25417,MHK,2021-01-15,148.97
25418,MGM,2021-07-15,39.2
25419,MGM,2021-07-14,39.97
25420,MGM,2021-07-13,40.65
25421,MGM,2021-07-12,41.53
25422,MGM,2021-07-09,41.6
25423,MGM,2021-07-08,40.31
25424,MGM,2021-07-07,40.36
25425,MGM,2021-07-06,41.25
25426,MGM,2021-07-02,43.25
25427,MGM,2021-07-01,43.52
25428,MGM,2021-06-30,42.65
25429,MGM,2021-06-29,42.19
25430,MGM,2021-06-28,42.39
25431,MGM,2021-06-25,43.89
25432,MGM,2021-06-24,44.06
25433,MGM,2021-06-23,43.12
25434,MGM,2021-06-22,42.3
25435,MGM,2021-06-21,42.09
25436,MGM,2021-06-18,40.86
25437,MGM,2021-06-17,41.37
25438,MGM,2021-06-16,42.1
25439,MGM,2021-06-15,42.24
25440,MGM,2021-06-14,42.22
25441,MGM,2021-06-11,43.21
25442,MGM,2021-06-10,42.67
25443,MGM,2021-06-09,43.54
25444,MGM,2021-06-08,44.157
25445,MGM,2021-06-07,43.408
25446,MGM,2021-06-04,42.768
25447,MGM,2021-06-03,42.548
25448,MGM,2021-06-02,43.228
25449,MGM,2021-06-01,43.388
25450,MGM,2021-05-28,42.868
25451,MGM,2021-05-27,43.787
25452,MGM,2021-05-26,42.858
25453,MGM,2021-05-25,42.208
25454,MGM,2021-05-24,41.738
25455,MGM,2021-05-21,39.698
25456,MGM,2021-05-20,39.908
25457,MGM,2021-05-19,39.278
25458,MGM,2021-05-18,39.478
25459,MGM,2021-05-17,38.748
25460,MGM,2021-05-14,39.108
25461,MGM,2021-05-13,37.468
25462,MGM,2021-05-12,37.138
25463,MGM,2021-05-11,38.758
25464,MGM,2021-05-10,39.458
25465,MGM,2021-05-07,39.918
25466,MGM,2021-05-06,38.908
25467,MGM,2021-05-05,41.748
25468,MGM,2021-05-04,40.508
25469,MGM,2021-05-03,41.258
25470,MGM,2021-04-30,40.718
25471,MGM,2021-04-29,40.418
25472,MGM,2021-04-28,42.018
25473,MGM,2021-04-27,42.198
25474,MGM,2021-04-26,41.468
25475,MGM,2021-04-23,41.508
25476,MGM,2021-04-22,40.748
25477,MGM,2021-04-21,41.198
25478,MGM,2021-04-20,39.548
25479,MGM,2021-04-19,39.748
25480,MGM,2021-04-16,40.258
25481,MGM,2021-04-15,39.688
25482,MGM,2021-04-14,41.258
25483,MGM,2021-04-13,40.988
25484,MGM,2021-04-12,41.158
25485,MGM,2021-04-09,41.768
25486,MGM,2021-04-08,42.138
25487,MGM,2021-04-07,41.088
25488,MGM,2021-04-06,41.518
25489,MGM,2021-04-05,41.698
25490,MGM,2021-04-01,39.698
25491,MGM,2021-03-31,37.988
25492,MGM,2021-03-30,38.208
25493,MGM,2021-03-29,37.158
25494,MGM,2021-03-26,37.678
25495,MGM,2021-03-25,37.958
25496,MGM,2021-03-24,36.898
25497,MGM,2021-03-23,37.338
25498,MGM,2021-03-22,39.028
25499,MGM,2021-03-19,40.028
25500,MGM,2021-03-18,39.508
25501,MGM,2021-03-17,41.228
25502,MGM,2021-03-16,39.908
25503,MGM,2021-03-15,40.958
25504,MGM,2021-03-12,38.978
25505,MGM,2021-03-11,39.188
25506,MGM,2021-03-10,37.618
25507,MGM,2021-03-09,37.478
25508,MGM,2021-03-08,37.845
25509,MGM,2021-03-05,37.135
25510,MGM,2021-03-04,37.285
25511,MGM,2021-03-03,38.825
25512,MGM,2021-03-02,38.535
25513,MGM,2021-03-01,38.295
25514,MGM,2021-02-26,37.785
25515,MGM,2021-02-25,36.695
25516,MGM,2021-02-24,38.625
25517,MGM,2021-02-23,39.585
25518,MGM,2021-02-22,37.515
25519,MGM,2021-02-19,36.415
25520,MGM,2021-02-18,35.036
25521,MGM,2021-02-17,34.956
25522,MGM,2021-02-16,34.986
25523,MGM,2021-02-12,35.926
25524,MGM,2021-02-11,35.296
25525,MGM,2021-02-10,36.465
25526,MGM,2021-02-09,35.816
25527,MGM,2021-02-08,35.596
25528,MGM,2021-02-05,34.246
25529,MGM,2021-02-04,32.476
25530,MGM,2021-02-03,30.886
25531,MGM,2021-02-02,30.636
25532,MGM,2021-02-01,29.266
25533,MGM,2021-01-29,28.556
25534,MGM,2021-01-28,29.556
25535,MGM,2021-01-27,28.356
25536,MGM,2021-01-26,29.586
25537,MGM,2021-01-25,29.976
25538,MGM,2021-01-22,31.386
25539,MGM,2021-01-21,31.526
25540,MGM,2021-01-20,31.056
25541,MGM,2021-01-19,30.526
25542,MGM,2021-01-15,29.796
25543,MET,2021-07-15,58.64
25544,MET,2021-07-14,58.24
25545,MET,2021-07-13,58.68
25546,MET,2021-07-12,59.56
25547,MET,2021-07-09,58.86
25548,MET,2021-07-08,56.69
25549,MET,2021-07-07,58.84
25550,MET,2021-07-06,58.9
25551,MET,2021-07-02,60.42
25552,MET,2021-07-01,60.51
25553,MET,2021-06-30,59.85
25554,MET,2021-06-29,59.48
25555,MET,2021-06-28,59.75
25556,MET,2021-06-25,61.02
25557,MET,2021-06-24,60.01
25558,MET,2021-06-23,59.25
25559,MET,2021-06-22,59.27
25560,MET,2021-06-21,59.68
25561,MET,2021-06-18,58.3
25562,MET,2021-06-17,60.25
25563,MET,2021-06-16,63.71
25564,MET,2021-06-15,63.77
25565,MET,2021-06-14,63.31
25566,MET,2021-06-11,64.11
25567,MET,2021-06-10,63.89
25568,MET,2021-06-09,64.68
25569,MET,2021-06-08,66.04
25570,MET,2021-06-07,66.21
25571,MET,2021-06-04,66.56
25572,MET,2021-06-03,66.37
25573,MET,2021-06-02,66.09
25574,MET,2021-06-01,66.51
25575,MET,2021-05-28,65.36
25576,MET,2021-05-27,65.66
25577,MET,2021-05-26,64.27
25578,MET,2021-05-25,64.02
25579,MET,2021-05-24,65.37
25580,MET,2021-05-21,64.71
25581,MET,2021-05-20,64.46
25582,MET,2021-05-19,64.83
25583,MET,2021-05-18,65.39
25584,MET,2021-05-17,65.7
25585,MET,2021-05-14,65.9
25586,MET,2021-05-13,64.55
25587,MET,2021-05-12,63.42
25588,MET,2021-05-11,64.73
25589,MET,2021-05-10,66.47
25590,MET,2021-05-07,66.678
25591,MET,2021-05-06,66.47
25592,MET,2021-05-05,64.941
25593,MET,2021-05-04,63.849
25594,MET,2021-05-03,63.76
25595,MET,2021-04-30,63.174
25596,MET,2021-04-29,63.968
25597,MET,2021-04-28,63.273
25598,MET,2021-04-27,62.906
25599,MET,2021-04-26,62.34
25600,MET,2021-04-23,62.34
25601,MET,2021-04-22,61.456
25602,MET,2021-04-21,62.201
25603,MET,2021-04-20,60.722
25604,MET,2021-04-19,62.648
25605,MET,2021-04-16,62.618
25606,MET,2021-04-15,61.853
25607,MET,2021-04-14,62.28
25608,MET,2021-04-13,61.605
25609,MET,2021-04-12,62.211
25610,MET,2021-04-09,61.476
25611,MET,2021-04-08,60.87
25612,MET,2021-04-07,61.337
25613,MET,2021-04-06,60.821
25614,MET,2021-04-05,61.139
25615,MET,2021-04-01,61.158
25616,MET,2021-03-31,60.354
25617,MET,2021-03-30,61.0
25618,MET,2021-03-29,59.729
25619,MET,2021-03-26,60.384
25620,MET,2021-03-25,59.61
25621,MET,2021-03-24,58.12
25622,MET,2021-03-23,58.239
25623,MET,2021-03-22,59.679
25624,MET,2021-03-19,60.851
25625,MET,2021-03-18,61.317
25626,MET,2021-03-17,59.719
25627,MET,2021-03-16,58.885
25628,MET,2021-03-15,60.106
25629,MET,2021-03-12,60.652
25630,MET,2021-03-11,59.58
25631,MET,2021-03-10,60.046
25632,MET,2021-03-09,59.222
25633,MET,2021-03-08,59.937
25634,MET,2021-03-05,59.282
25635,MET,2021-03-04,58.21
25636,MET,2021-03-03,59.014
25637,MET,2021-03-02,58.537
25638,MET,2021-03-01,59.014
25639,MET,2021-02-26,57.187
25640,MET,2021-02-25,57.842
25641,MET,2021-02-24,59.133
25642,MET,2021-02-23,57.018
25643,MET,2021-02-22,57.028
25644,MET,2021-02-19,55.668
25645,MET,2021-02-18,54.596
25646,MET,2021-02-17,55.013
25647,MET,2021-02-16,55.608
25648,MET,2021-02-12,55.271
25649,MET,2021-02-11,54.913
25650,MET,2021-02-10,54.566
25651,MET,2021-02-09,54.03
25652,MET,2021-02-08,53.792
25653,MET,2021-02-05,52.203
25654,MET,2021-02-04,51.528
25655,MET,2021-02-03,48.585
25656,MET,2021-02-02,48.152
25657,MET,2021-02-01,47.7
25658,MET,2021-01-29,47.385
25659,MET,2021-01-28,48.782
25660,MET,2021-01-27,47.641
25661,MET,2021-01-26,49.314
25662,MET,2021-01-25,49.806
25663,MET,2021-01-22,50.052
25664,MET,2021-01-21,50.258
25665,MET,2021-01-20,50.829
25666,MET,2021-01-19,51.292
25667,MET,2021-01-15,50.327
25668,MDT,2021-07-15,125.36
25669,MDT,2021-07-14,127.74
25670,MDT,2021-07-13,127.4
25671,MDT,2021-07-12,128.2
25672,MDT,2021-07-09,128.17
25673,MDT,2021-07-08,127.44
25674,MDT,2021-07-07,127.74
25675,MDT,2021-07-06,126.97
25676,MDT,2021-07-02,126.83
25677,MDT,2021-07-01,126.13
25678,MDT,2021-06-30,124.13
25679,MDT,2021-06-29,124.54
25680,MDT,2021-06-28,123.74
25681,MDT,2021-06-25,124.93
25682,MDT,2021-06-24,125.09
25683,MDT,2021-06-23,124.861
25684,MDT,2021-06-22,126.095
25685,MDT,2021-06-21,124.911
25686,MDT,2021-06-18,122.612
25687,MDT,2021-06-17,124.583
25688,MDT,2021-06-16,124.394
25689,MDT,2021-06-15,124.543
25690,MDT,2021-06-14,123.528
25691,MDT,2021-06-11,123.16
25692,MDT,2021-06-10,124.115
25693,MDT,2021-06-09,122.493
25694,MDT,2021-06-08,121.19
25695,MDT,2021-06-07,123.339
25696,MDT,2021-06-04,123.229
25697,MDT,2021-06-03,122.453
25698,MDT,2021-06-02,123.18
25699,MDT,2021-06-01,124.165
25700,MDT,2021-05-28,125.956
25701,MDT,2021-05-27,124.523
25702,MDT,2021-05-26,125.637
25703,MDT,2021-05-25,127.757
25704,MDT,2021-05-24,127.458
25705,MDT,2021-05-21,126.652
25706,MDT,2021-05-20,126.065
25707,MDT,2021-05-19,125.04
25708,MDT,2021-05-18,125.219
25709,MDT,2021-05-17,124.901
25710,MDT,2021-05-14,124.642
25711,MDT,2021-05-13,123.568
25712,MDT,2021-05-12,122.503
25713,MDT,2021-05-11,124.593
25714,MDT,2021-05-10,126.264
25715,MDT,2021-05-07,126.065
25716,MDT,2021-05-06,126.662
25717,MDT,2021-05-05,126.364
25718,MDT,2021-05-04,127.856
25719,MDT,2021-05-03,130.543
25720,MDT,2021-04-30,130.264
25721,MDT,2021-04-29,130.841
25722,MDT,2021-04-28,130.543
25723,MDT,2021-04-27,129.319
25724,MDT,2021-04-26,129.468
25725,MDT,2021-04-23,130.543
25726,MDT,2021-04-22,129.199
25727,MDT,2021-04-21,129.597
25728,MDT,2021-04-20,127.637
25729,MDT,2021-04-19,125.498
25730,MDT,2021-04-16,125.279
25731,MDT,2021-04-15,125.219
25732,MDT,2021-04-14,123.279
25733,MDT,2021-04-13,123.01
25734,MDT,2021-04-12,121.18
25735,MDT,2021-04-09,121.389
25736,MDT,2021-04-08,120.045
25737,MDT,2021-04-07,120.026
25738,MDT,2021-04-06,120.543
25739,MDT,2021-04-05,119.647
25740,MDT,2021-04-01,117.598
25741,MDT,2021-03-31,117.538
25742,MDT,2021-03-30,118.235
25743,MDT,2021-03-29,118.563
25744,MDT,2021-03-26,117.966
25745,MDT,2021-03-25,115.996
25746,MDT,2021-03-24,114.808
25747,MDT,2021-03-23,113.887
25748,MDT,2021-03-22,115.679
25749,MDT,2021-03-19,115.461
25750,MDT,2021-03-18,117.649
25751,MDT,2021-03-17,117.382
25752,MDT,2021-03-16,117.758
25753,MDT,2021-03-15,117.966
25754,MDT,2021-03-12,117.629
25755,MDT,2021-03-11,116.926
25756,MDT,2021-03-10,117.481
25757,MDT,2021-03-09,115.887
25758,MDT,2021-03-08,115.511
25759,MDT,2021-03-05,117.085
25760,MDT,2021-03-04,114.125
25761,MDT,2021-03-03,116.778
25762,MDT,2021-03-02,116.699
25763,MDT,2021-03-01,116.689
25764,MDT,2021-02-26,115.808
25765,MDT,2021-02-25,116.709
25766,MDT,2021-02-24,117.56
25767,MDT,2021-02-23,116.827
25768,MDT,2021-02-22,114.6
25769,MDT,2021-02-19,112.204
25770,MDT,2021-02-18,114.243
25771,MDT,2021-02-17,116.986
25772,MDT,2021-02-16,118.491
25773,MDT,2021-02-12,118.55
25774,MDT,2021-02-11,117.54
25775,MDT,2021-02-10,116.273
25776,MDT,2021-02-09,116.709
25777,MDT,2021-02-08,116.897
25778,MDT,2021-02-05,117.223
25779,MDT,2021-02-04,115.837
25780,MDT,2021-02-03,111.511
25781,MDT,2021-02-02,112.818
25782,MDT,2021-02-01,110.075
25783,MDT,2021-01-29,110.224
25784,MDT,2021-01-28,113.63
25785,MDT,2021-01-27,110.392
25786,MDT,2021-01-26,115.59
25787,MDT,2021-01-25,115.738
25788,MDT,2021-01-22,115.422
25789,MDT,2021-01-21,116.738
25790,MDT,2021-01-20,118.105
25791,MDT,2021-01-19,117.134
25792,MDT,2021-01-15,115.649
25793,MDLZ,2021-07-15,64.12
25794,MDLZ,2021-07-14,63.51
25795,MDLZ,2021-07-13,63.07
25796,MDLZ,2021-07-12,62.95
25797,MDLZ,2021-07-09,63.02
25798,MDLZ,2021-07-08,62.95
25799,MDLZ,2021-07-07,63.05
25800,MDLZ,2021-07-06,62.34
25801,MDLZ,2021-07-02,62.6
25802,MDLZ,2021-07-01,62.47
25803,MDLZ,2021-06-30,62.44
25804,MDLZ,2021-06-29,62.34
25805,MDLZ,2021-06-28,62.872
25806,MDLZ,2021-06-25,62.862
25807,MDLZ,2021-06-24,62.335
25808,MDLZ,2021-06-23,62.017
25809,MDLZ,2021-06-22,62.554
25810,MDLZ,2021-06-21,62.345
25811,MDLZ,2021-06-18,61.828
25812,MDLZ,2021-06-17,62.872
25813,MDLZ,2021-06-16,62.425
25814,MDLZ,2021-06-15,63.34
25815,MDLZ,2021-06-14,63.469
25816,MDLZ,2021-06-11,63.459
25817,MDLZ,2021-06-10,63.31
25818,MDLZ,2021-06-09,62.992
25819,MDLZ,2021-06-08,62.972
25820,MDLZ,2021-06-07,63.35
25821,MDLZ,2021-06-04,63.698
25822,MDLZ,2021-06-03,63.42
25823,MDLZ,2021-06-02,63.3
25824,MDLZ,2021-06-01,63.012
25825,MDLZ,2021-05-28,63.211
25826,MDLZ,2021-05-27,62.992
25827,MDLZ,2021-05-26,63.31
25828,MDLZ,2021-05-25,63.39
25829,MDLZ,2021-05-24,63.36
25830,MDLZ,2021-05-21,63.041
25831,MDLZ,2021-05-20,62.793
25832,MDLZ,2021-05-19,62.027
25833,MDLZ,2021-05-18,61.867
25834,MDLZ,2021-05-17,62.156
25835,MDLZ,2021-05-14,62.056
25836,MDLZ,2021-05-13,62.076
25837,MDLZ,2021-05-12,61.251
25838,MDLZ,2021-05-11,61.639
25839,MDLZ,2021-05-10,61.758
25840,MDLZ,2021-05-07,61.539
25841,MDLZ,2021-05-06,61.41
25842,MDLZ,2021-05-05,60.833
25843,MDLZ,2021-05-04,60.435
25844,MDLZ,2021-05-03,61.101
25845,MDLZ,2021-04-30,60.504
25846,MDLZ,2021-04-29,60.604
25847,MDLZ,2021-04-28,60.574
25848,MDLZ,2021-04-27,58.425
25849,MDLZ,2021-04-26,58.475
25850,MDLZ,2021-04-23,59.211
25851,MDLZ,2021-04-22,59.251
25852,MDLZ,2021-04-21,59.271
25853,MDLZ,2021-04-20,58.912
25854,MDLZ,2021-04-19,58.395
25855,MDLZ,2021-04-16,58.475
25856,MDLZ,2021-04-15,58.415
25857,MDLZ,2021-04-14,58.027
25858,MDLZ,2021-04-13,58.395
25859,MDLZ,2021-04-12,58.315
25860,MDLZ,2021-04-09,58.554
25861,MDLZ,2021-04-08,58.683
25862,MDLZ,2021-04-07,58.892
25863,MDLZ,2021-04-06,58.793
25864,MDLZ,2021-04-05,58.524
25865,MDLZ,2021-04-01,58.146
25866,MDLZ,2021-03-31,58.236
25867,MDLZ,2021-03-30,58.484
25868,MDLZ,2021-03-29,59.558
25869,MDLZ,2021-03-26,58.826
25870,MDLZ,2021-03-25,57.955
25871,MDLZ,2021-03-24,57.46
25872,MDLZ,2021-03-23,57.995
25873,MDLZ,2021-03-22,58.227
25874,MDLZ,2021-03-19,57.5
25875,MDLZ,2021-03-18,57.312
25876,MDLZ,2021-03-17,57.322
25877,MDLZ,2021-03-16,57.183
25878,MDLZ,2021-03-15,56.639
25879,MDLZ,2021-03-12,56.282
25880,MDLZ,2021-03-11,55.689
25881,MDLZ,2021-03-10,55.609
25882,MDLZ,2021-03-09,55.045
25883,MDLZ,2021-03-08,54.58
25884,MDLZ,2021-03-05,55.006
25885,MDLZ,2021-03-04,53.403
25886,MDLZ,2021-03-03,52.393
25887,MDLZ,2021-03-02,53.125
25888,MDLZ,2021-03-01,53.106
25889,MDLZ,2021-02-26,52.611
25890,MDLZ,2021-02-25,53.482
25891,MDLZ,2021-02-24,53.769
25892,MDLZ,2021-02-23,54.234
25893,MDLZ,2021-02-22,53.759
25894,MDLZ,2021-02-19,53.749
25895,MDLZ,2021-02-18,55.55
25896,MDLZ,2021-02-17,54.353
25897,MDLZ,2021-02-16,54.313
25898,MDLZ,2021-02-12,54.62
25899,MDLZ,2021-02-11,55.105
25900,MDLZ,2021-02-10,54.679
25901,MDLZ,2021-02-09,54.927
25902,MDLZ,2021-02-08,55.441
25903,MDLZ,2021-02-05,55.629
25904,MDLZ,2021-02-04,55.421
25905,MDLZ,2021-02-03,54.709
25906,MDLZ,2021-02-02,55.58
25907,MDLZ,2021-02-01,54.679
25908,MDLZ,2021-01-29,54.867
25909,MDLZ,2021-01-28,56.53
25910,MDLZ,2021-01-27,55.837
25911,MDLZ,2021-01-26,56.995
25912,MDLZ,2021-01-25,56.282
25913,MDLZ,2021-01-22,55.669
25914,MDLZ,2021-01-21,55.54
25915,MDLZ,2021-01-20,56.51
25916,MDLZ,2021-01-19,56.55
25917,MDLZ,2021-01-15,56.629
25918,MCO,2021-07-15,374.75
25919,MCO,2021-07-14,375.6
25920,MCO,2021-07-13,375.0
25921,MCO,2021-07-12,375.04
25922,MCO,2021-07-09,375.59
25923,MCO,2021-07-08,374.4
25924,MCO,2021-07-07,376.74
25925,MCO,2021-07-06,370.04
25926,MCO,2021-07-02,367.84
25927,MCO,2021-07-01,365.31
25928,MCO,2021-06-30,362.37
25929,MCO,2021-06-29,366.34
25930,MCO,2021-06-28,365.75
25931,MCO,2021-06-25,364.99
25932,MCO,2021-06-24,361.97
25933,MCO,2021-06-23,357.6
25934,MCO,2021-06-22,359.49
25935,MCO,2021-06-21,355.65
25936,MCO,2021-06-18,348.76
25937,MCO,2021-06-17,355.35
25938,MCO,2021-06-16,346.9
25939,MCO,2021-06-15,350.91
25940,MCO,2021-06-14,347.76
25941,MCO,2021-06-11,344.74
25942,MCO,2021-06-10,339.96
25943,MCO,2021-06-09,338.78
25944,MCO,2021-06-08,336.95
25945,MCO,2021-06-07,335.07
25946,MCO,2021-06-04,335.65
25947,MCO,2021-06-03,334.28
25948,MCO,2021-06-02,335.0
25949,MCO,2021-06-01,330.92
25950,MCO,2021-05-28,335.35
25951,MCO,2021-05-27,333.73
25952,MCO,2021-05-26,331.19
25953,MCO,2021-05-25,333.02
25954,MCO,2021-05-24,331.88
25955,MCO,2021-05-21,328.88
25956,MCO,2021-05-20,326.99
25957,MCO,2021-05-19,323.9
25958,MCO,2021-05-18,323.191
25959,MCO,2021-05-17,329.06
25960,MCO,2021-05-14,333.402
25961,MCO,2021-05-13,328.212
25962,MCO,2021-05-12,319.119
25963,MCO,2021-05-11,328.122
25964,MCO,2021-05-10,332.983
25965,MCO,2021-05-07,333.861
25966,MCO,2021-05-06,328.97
25967,MCO,2021-05-05,328.042
25968,MCO,2021-05-04,329.579
25969,MCO,2021-05-03,328.691
25970,MCO,2021-04-30,326.086
25971,MCO,2021-04-29,329.32
25972,MCO,2021-04-28,319.429
25973,MCO,2021-04-27,325.776
25974,MCO,2021-04-26,324.659
25975,MCO,2021-04-23,327.104
25976,MCO,2021-04-22,324.429
25977,MCO,2021-04-21,324.409
25978,MCO,2021-04-20,323.141
25979,MCO,2021-04-19,320.107
25980,MCO,2021-04-16,321.385
25981,MCO,2021-04-15,317.901
25982,MCO,2021-04-14,314.568
25983,MCO,2021-04-13,314.568
25984,MCO,2021-04-12,313.879
25985,MCO,2021-04-09,313.69
25986,MCO,2021-04-08,312.502
25987,MCO,2021-04-07,307.322
25988,MCO,2021-04-06,308.909
25989,MCO,2021-04-05,310.296
25990,MCO,2021-04-01,305.725
25991,MCO,2021-03-31,298.04
25992,MCO,2021-03-30,296.962
25993,MCO,2021-03-29,306.384
25994,MCO,2021-03-26,303.539
25995,MCO,2021-03-25,295.205
25996,MCO,2021-03-24,295.684
25997,MCO,2021-03-23,290.224
25998,MCO,2021-03-22,289.735
25999,MCO,2021-03-19,287.24
26000,MCO,2021-03-18,287.061
26001,MCO,2021-03-17,292.55
26002,MCO,2021-03-16,295.614
26003,MCO,2021-03-15,296.792
26004,MCO,2021-03-12,291.083
26005,MCO,2021-03-11,290.973
26006,MCO,2021-03-10,290.574
26007,MCO,2021-03-09,289.486
26008,MCO,2021-03-08,288.927
26009,MCO,2021-03-05,286.891
26010,MCO,2021-03-04,277.479
26011,MCO,2021-03-03,277.469
26012,MCO,2021-03-02,280.593
26013,MCO,2021-03-01,281.93
26014,MCO,2021-02-26,274.365
26015,MCO,2021-02-25,276.76
26016,MCO,2021-02-24,278.018
26017,MCO,2021-02-23,274.901
26018,MCO,2021-02-22,275.887
26019,MCO,2021-02-19,279.263
26020,MCO,2021-02-18,277.629
26021,MCO,2021-02-17,279.392
26022,MCO,2021-02-16,279.193
26023,MCO,2021-02-12,277.52
26024,MCO,2021-02-11,277.51
26025,MCO,2021-02-10,275.727
26026,MCO,2021-02-09,281.155
26027,MCO,2021-02-08,277.241
26028,MCO,2021-02-05,275.827
26029,MCO,2021-02-04,275.707
26030,MCO,2021-02-03,272.75
26031,MCO,2021-02-02,277.102
26032,MCO,2021-02-01,269.633
26033,MCO,2021-01-29,265.161
26034,MCO,2021-01-28,268.955
26035,MCO,2021-01-27,261.954
26036,MCO,2021-01-26,267.561
26037,MCO,2021-01-25,265.45
26038,MCO,2021-01-22,265.599
26039,MCO,2021-01-21,269.652
26040,MCO,2021-01-20,274.393
26041,MCO,2021-01-19,268.179
26042,MCO,2021-01-15,265.549
26043,MCK,2021-07-15,189.5
26044,MCK,2021-07-14,189.1
26045,MCK,2021-07-13,189.32
26046,MCK,2021-07-12,189.96
26047,MCK,2021-07-09,189.1
26048,MCK,2021-07-08,188.57
26049,MCK,2021-07-07,189.84
26050,MCK,2021-07-06,189.34
26051,MCK,2021-07-02,192.58
26052,MCK,2021-07-01,192.67
26053,MCK,2021-06-30,191.24
26054,MCK,2021-06-29,191.8
26055,MCK,2021-06-28,192.06
26056,MCK,2021-06-25,191.34
26057,MCK,2021-06-24,188.98
26058,MCK,2021-06-23,188.83
26059,MCK,2021-06-22,190.1
26060,MCK,2021-06-21,188.72
26061,MCK,2021-06-18,184.89
26062,MCK,2021-06-17,189.4
26063,MCK,2021-06-16,191.42
26064,MCK,2021-06-15,194.26
26065,MCK,2021-06-14,192.91
26066,MCK,2021-06-11,195.5
26067,MCK,2021-06-10,195.51
26068,MCK,2021-06-09,190.55
26069,MCK,2021-06-08,191.93
26070,MCK,2021-06-07,195.03
26071,MCK,2021-06-04,194.94
26072,MCK,2021-06-03,193.86
26073,MCK,2021-06-02,191.38
26074,MCK,2021-06-01,191.83
26075,MCK,2021-05-28,191.97
26076,MCK,2021-05-27,193.463
26077,MCK,2021-05-26,193.453
26078,MCK,2021-05-25,195.166
26079,MCK,2021-05-24,198.77
26080,MCK,2021-05-21,201.797
26081,MCK,2021-05-20,199.537
26082,MCK,2021-05-19,197.874
26083,MCK,2021-05-18,196.43
26084,MCK,2021-05-17,198.491
26085,MCK,2021-05-14,194.15
26086,MCK,2021-05-13,194.907
26087,MCK,2021-05-12,196.211
26088,MCK,2021-05-11,197.077
26089,MCK,2021-05-10,201.249
26090,MCK,2021-05-07,196.749
26091,MCK,2021-05-06,184.283
26092,MCK,2021-05-05,188.256
26093,MCK,2021-05-04,192.826
26094,MCK,2021-05-03,191.283
26095,MCK,2021-04-30,186.743
26096,MCK,2021-04-29,189.441
26097,MCK,2021-04-28,187.121
26098,MCK,2021-04-27,188.505
