None,ticker,date,closeadj
2194,WMB,2021-04-07,23.768
2195,WMB,2021-04-06,23.423
2196,WMB,2021-04-05,23.404
2197,WMB,2021-04-01,23.552
2198,WMB,2021-03-31,23.345
2199,WMB,2021-03-30,23.335
2200,WMB,2021-03-29,23.689
2201,WMB,2021-03-26,24.202
2202,WMB,2021-03-25,23.591
2203,WMB,2021-03-24,23.148
2204,WMB,2021-03-23,22.675
2205,WMB,2021-03-22,22.655
2206,WMB,2021-03-19,22.615
2207,WMB,2021-03-18,22.428
2208,WMB,2021-03-17,23.039
2209,WMB,2021-03-16,22.881
2210,WMB,2021-03-15,23.325
2211,WMB,2021-03-12,23.581
2212,WMB,2021-03-11,23.552
2213,WMB,2021-03-10,23.639
2214,WMB,2021-03-09,22.825
2215,WMB,2021-03-08,23.367
2216,WMB,2021-03-05,23.503
2217,WMB,2021-03-04,23.358
2218,WMB,2021-03-03,22.999
2219,WMB,2021-03-02,22.98
2220,WMB,2021-03-01,22.854
2221,WMB,2021-02-26,22.127
2222,WMB,2021-02-25,22.718
2223,WMB,2021-02-24,23.164
2224,WMB,2021-02-23,23.096
2225,WMB,2021-02-22,22.195
2226,WMB,2021-02-19,21.934
2227,WMB,2021-02-18,21.565
2228,WMB,2021-02-17,22.37
2229,WMB,2021-02-16,22.195
2230,WMB,2021-02-12,22.127
2231,WMB,2021-02-11,21.585
2232,WMB,2021-02-10,22.098
2233,WMB,2021-02-09,21.565
2234,WMB,2021-02-08,21.798
2235,WMB,2021-02-05,21.401
2236,WMB,2021-02-04,21.333
2237,WMB,2021-02-03,21.236
2238,WMB,2021-02-02,20.752
2239,WMB,2021-02-01,20.626
2240,WMB,2021-01-29,20.568
2241,WMB,2021-01-28,20.79
2242,WMB,2021-01-27,20.548
2243,WMB,2021-01-26,20.771
2244,WMB,2021-01-25,20.984
2245,WMB,2021-01-22,20.926
2246,WMB,2021-01-21,20.994
2247,WMB,2021-01-20,21.73
2248,WMB,2021-01-19,21.75
2249,WMB,2021-01-15,21.798
2250,WM,2021-07-15,145.36
2251,WM,2021-07-14,143.99
2252,WM,2021-07-13,142.52
2253,WM,2021-07-12,143.11
2254,WM,2021-07-09,143.04
2255,WM,2021-07-08,142.17
2256,WM,2021-07-07,144.04
2257,WM,2021-07-06,142.77
2258,WM,2021-07-02,141.97
2259,WM,2021-07-01,141.17
2260,WM,2021-06-30,140.11
2261,WM,2021-06-29,139.46
2262,WM,2021-06-28,139.18
2263,WM,2021-06-25,139.11
2264,WM,2021-06-24,138.54
2265,WM,2021-06-23,138.52
2266,WM,2021-06-22,139.67
2267,WM,2021-06-21,139.36
2268,WM,2021-06-18,137.07
2269,WM,2021-06-17,139.3
2270,WM,2021-06-16,139.82
2271,WM,2021-06-15,140.86
2272,WM,2021-06-14,140.25
2273,WM,2021-06-11,139.91
2274,WM,2021-06-10,139.93
2275,WM,2021-06-09,139.58
2276,WM,2021-06-08,139.34
2277,WM,2021-06-07,139.57
2278,WM,2021-06-04,140.75
2279,WM,2021-06-03,140.58
2280,WM,2021-06-02,140.545
2281,WM,2021-06-01,139.499
2282,WM,2021-05-28,140.107
2283,WM,2021-05-27,139.977
2284,WM,2021-05-26,139.201
2285,WM,2021-05-25,140.117
2286,WM,2021-05-24,140.535
2287,WM,2021-05-21,140.396
2288,WM,2021-05-20,139.858
2289,WM,2021-05-19,138.583
2290,WM,2021-05-18,139.898
2291,WM,2021-05-17,140.934
2292,WM,2021-05-14,141.362
2293,WM,2021-05-13,140.844
2294,WM,2021-05-12,137.617
2295,WM,2021-05-11,140.625
2296,WM,2021-05-10,142.676
2297,WM,2021-05-07,140.804
2298,WM,2021-05-06,140.904
2299,WM,2021-05-05,141.063
2300,WM,2021-05-04,140.306
2301,WM,2021-05-03,139.768
2302,WM,2021-04-30,137.408
2303,WM,2021-04-29,136.621
2304,WM,2021-04-28,135.675
2305,WM,2021-04-27,134.51
2306,WM,2021-04-26,133.384
2307,WM,2021-04-23,134.948
2308,WM,2021-04-22,134.201
2309,WM,2021-04-21,135.008
2310,WM,2021-04-20,134.321
2311,WM,2021-04-19,133.882
2312,WM,2021-04-16,134.5
2313,WM,2021-04-15,133.972
2314,WM,2021-04-14,133.335
2315,WM,2021-04-13,133.912
2316,WM,2021-04-12,133.922
2317,WM,2021-04-09,134.131
2318,WM,2021-04-08,132.299
2319,WM,2021-04-07,131.871
2320,WM,2021-04-06,131.064
2321,WM,2021-04-05,130.456
2322,WM,2021-04-01,128.753
2323,WM,2021-03-31,128.494
2324,WM,2021-03-30,128.753
2325,WM,2021-03-29,129.809
2326,WM,2021-03-26,129.271
2327,WM,2021-03-25,126.911
2328,WM,2021-03-24,124.312
2329,WM,2021-03-23,123.594
2330,WM,2021-03-22,122.867
2331,WM,2021-03-19,121.075
2332,WM,2021-03-18,121.403
2333,WM,2021-03-17,118.505
2334,WM,2021-03-16,122.409
2335,WM,2021-03-15,122.121
2336,WM,2021-03-12,121.294
2337,WM,2021-03-11,119.511
2338,WM,2021-03-10,120.616
2339,WM,2021-03-09,118.545
2340,WM,2021-03-08,120.656
2341,WM,2021-03-05,117.633
2342,WM,2021-03-04,114.501
2343,WM,2021-03-03,112.964
2344,WM,2021-03-02,113.321
2345,WM,2021-03-01,111.488
2346,WM,2021-02-26,109.912
2347,WM,2021-02-25,111.279
2348,WM,2021-02-24,110.883
2349,WM,2021-02-23,108.95
2350,WM,2021-02-22,109.585
2351,WM,2021-02-19,110.645
2352,WM,2021-02-18,112.429
2353,WM,2021-02-17,111.22
2354,WM,2021-02-16,111.607
2355,WM,2021-02-12,112.251
2356,WM,2021-02-11,112.221
2357,WM,2021-02-10,112.687
2358,WM,2021-02-09,112.548
2359,WM,2021-02-08,113.371
2360,WM,2021-02-05,112.727
2361,WM,2021-02-04,112.082
2362,WM,2021-02-03,111.23
2363,WM,2021-02-02,112.003
2364,WM,2021-02-01,111.101
2365,WM,2021-01-29,110.338
2366,WM,2021-01-28,111.121
2367,WM,2021-01-27,109.981
2368,WM,2021-01-26,112.945
2369,WM,2021-01-25,113.183
2370,WM,2021-01-22,114.342
2371,WM,2021-01-21,113.569
2372,WM,2021-01-20,114.035
2373,WM,2021-01-19,113.995
2374,WM,2021-01-15,113.708
2375,WLTW,2021-07-15,221.91
2376,WLTW,2021-07-14,223.05
2377,WLTW,2021-07-13,224.0
2378,WLTW,2021-07-12,225.17
2379,WLTW,2021-07-09,228.21
2380,WLTW,2021-07-08,224.15
2381,WLTW,2021-07-07,230.77
2382,WLTW,2021-07-06,229.95
2383,WLTW,2021-07-02,231.7
2384,WLTW,2021-07-01,231.0
2385,WLTW,2021-06-30,230.02
2386,WLTW,2021-06-29,232.19
2387,WLTW,2021-06-28,231.37
2388,WLTW,2021-06-25,235.5
2389,WLTW,2021-06-24,232.55
2390,WLTW,2021-06-23,230.15
2391,WLTW,2021-06-22,230.41
2392,WLTW,2021-06-21,230.18
2393,WLTW,2021-06-18,225.2
2394,WLTW,2021-06-17,232.19
2395,WLTW,2021-06-16,237.14
2396,WLTW,2021-06-15,255.6
2397,WLTW,2021-06-14,256.12
2398,WLTW,2021-06-11,257.49
2399,WLTW,2021-06-10,257.5
2400,WLTW,2021-06-09,254.51
2401,WLTW,2021-06-08,254.57
2402,WLTW,2021-06-07,256.99
2403,WLTW,2021-06-04,259.73
2404,WLTW,2021-06-03,258.74
2405,WLTW,2021-06-02,258.61
2406,WLTW,2021-06-01,259.77
2407,WLTW,2021-05-28,261.36
2408,WLTW,2021-05-27,260.99
2409,WLTW,2021-05-26,259.354
2410,WLTW,2021-05-25,260.88
2411,WLTW,2021-05-24,262.207
2412,WLTW,2021-05-21,262.097
2413,WLTW,2021-05-20,263.543
2414,WLTW,2021-05-19,261.15
2415,WLTW,2021-05-18,262.955
2416,WLTW,2021-05-17,265.278
2417,WLTW,2021-05-14,264.131
2418,WLTW,2021-05-13,262.426
2419,WLTW,2021-05-12,260.471
2420,WLTW,2021-05-11,263.533
2421,WLTW,2021-05-10,268.151
2422,WLTW,2021-05-07,269.337
2423,WLTW,2021-05-06,265.787
2424,WLTW,2021-05-05,262.466
2425,WLTW,2021-05-04,262.067
2426,WLTW,2021-05-03,260.282
2427,WLTW,2021-04-30,258.158
2428,WLTW,2021-04-29,247.457
2429,WLTW,2021-04-28,245.213
2430,WLTW,2021-04-27,235.609
2431,WLTW,2021-04-26,230.672
2432,WLTW,2021-04-23,232.258
2433,WLTW,2021-04-22,232.517
2434,WLTW,2021-04-21,235.1
2435,WLTW,2021-04-20,236.586
2436,WLTW,2021-04-19,237.364
2437,WLTW,2021-04-16,239.748
2438,WLTW,2021-04-15,237.334
2439,WLTW,2021-04-14,236.078
2440,WLTW,2021-04-13,241.214
2441,WLTW,2021-04-12,243.298
2442,WLTW,2021-04-09,239.329
2443,WLTW,2021-04-08,236.427
2444,WLTW,2021-04-07,237.185
2445,WLTW,2021-04-06,236.138
2446,WLTW,2021-04-05,235.011
2447,WLTW,2021-04-01,232.956
2448,WLTW,2021-03-31,228.259
2449,WLTW,2021-03-30,231.68
2450,WLTW,2021-03-29,233.251
2451,WLTW,2021-03-26,228.041
2452,WLTW,2021-03-25,223.209
2453,WLTW,2021-03-24,222.453
2454,WLTW,2021-03-23,220.216
2455,WLTW,2021-03-22,219.53
2456,WLTW,2021-03-19,218.735
2457,WLTW,2021-03-18,219.868
2458,WLTW,2021-03-17,220.405
2459,WLTW,2021-03-16,220.823
2460,WLTW,2021-03-15,220.077
2461,WLTW,2021-03-12,221.479
2462,WLTW,2021-03-11,220.932
2463,WLTW,2021-03-10,222.94
2464,WLTW,2021-03-09,225.078
2465,WLTW,2021-03-08,223.935
2466,WLTW,2021-03-05,226.708
2467,WLTW,2021-03-04,220.673
2468,WLTW,2021-03-03,221.369
2469,WLTW,2021-03-02,225.804
2470,WLTW,2021-03-01,225.416
2471,WLTW,2021-02-26,219.371
2472,WLTW,2021-02-25,222.98
2473,WLTW,2021-02-24,224.342
2474,WLTW,2021-02-23,224.78
2475,WLTW,2021-02-22,223.606
2476,WLTW,2021-02-19,223.686
2477,WLTW,2021-02-18,221.707
2478,WLTW,2021-02-17,228.568
2479,WLTW,2021-02-16,226.798
2480,WLTW,2021-02-12,226.112
2481,WLTW,2021-02-11,227.166
2482,WLTW,2021-02-10,224.332
2483,WLTW,2021-02-09,227.176
2484,WLTW,2021-02-08,224.402
2485,WLTW,2021-02-05,222.622
2486,WLTW,2021-02-04,208.096
2487,WLTW,2021-02-03,205.014
2488,WLTW,2021-02-02,209.906
2489,WLTW,2021-02-01,206.257
2490,WLTW,2021-01-29,201.773
2491,WLTW,2021-01-28,205.123
2492,WLTW,2021-01-27,204.785
2493,WLTW,2021-01-26,209.011
2494,WLTW,2021-01-25,208.116
2495,WLTW,2021-01-22,205.312
2496,WLTW,2021-01-21,207.37
2497,WLTW,2021-01-20,209.061
2498,WLTW,2021-01-19,207.301
2499,WLTW,2021-01-15,205.461
2500,WHR,2021-07-15,222.95
2501,WHR,2021-07-14,221.33
2502,WHR,2021-07-13,218.74
2503,WHR,2021-07-12,224.99
2504,WHR,2021-07-09,225.02
2505,WHR,2021-07-08,219.84
2506,WHR,2021-07-07,222.28
2507,WHR,2021-07-06,217.25
2508,WHR,2021-07-02,222.49
2509,WHR,2021-07-01,219.54
2510,WHR,2021-06-30,218.02
2511,WHR,2021-06-29,217.75
2512,WHR,2021-06-28,215.64
2513,WHR,2021-06-25,216.07
2514,WHR,2021-06-24,214.75
2515,WHR,2021-06-23,214.5
2516,WHR,2021-06-22,215.6
2517,WHR,2021-06-21,214.52
2518,WHR,2021-06-18,210.58
2519,WHR,2021-06-17,211.26
2520,WHR,2021-06-16,214.98
2521,WHR,2021-06-15,221.11
2522,WHR,2021-06-14,221.1
2523,WHR,2021-06-11,225.93
2524,WHR,2021-06-10,222.65
2525,WHR,2021-06-09,229.9
2526,WHR,2021-06-08,232.99
2527,WHR,2021-06-07,235.79
2528,WHR,2021-06-04,233.54
2529,WHR,2021-06-03,233.96
2530,WHR,2021-06-02,236.78
2531,WHR,2021-06-01,237.83
2532,WHR,2021-05-28,237.09
2533,WHR,2021-05-27,241.36
2534,WHR,2021-05-26,237.45
2535,WHR,2021-05-25,236.5
2536,WHR,2021-05-24,235.0
2537,WHR,2021-05-21,236.86
2538,WHR,2021-05-20,237.0
2539,WHR,2021-05-19,237.527
2540,WHR,2021-05-18,239.098
2541,WHR,2021-05-17,244.078
2542,WHR,2021-05-14,245.271
2543,WHR,2021-05-13,244.754
2544,WHR,2021-05-12,238.591
2545,WHR,2021-05-11,244.764
2546,WHR,2021-05-10,250.321
2547,WHR,2021-05-07,251.465
2548,WHR,2021-05-06,248.751
2549,WHR,2021-05-05,245.4
2550,WHR,2021-05-04,242.209
2551,WHR,2021-05-03,239.535
2552,WHR,2021-04-30,235.061
2553,WHR,2021-04-29,236.92
2554,WHR,2021-04-28,234.067
2555,WHR,2021-04-27,237.954
2556,WHR,2021-04-26,234.733
2557,WHR,2021-04-23,237.537
2558,WHR,2021-04-22,231.821
2559,WHR,2021-04-21,233.322
2560,WHR,2021-04-20,235.061
2561,WHR,2021-04-19,233.888
2562,WHR,2021-04-16,233.431
2563,WHR,2021-04-15,229.534
2564,WHR,2021-04-14,230.608
2565,WHR,2021-04-13,232.328
2566,WHR,2021-04-12,236.125
2567,WHR,2021-04-09,235.598
2568,WHR,2021-04-08,232.576
2569,WHR,2021-04-07,229.017
2570,WHR,2021-04-06,232.994
2571,WHR,2021-04-05,232.139
2572,WHR,2021-04-01,223.977
2573,WHR,2021-03-31,219.056
2574,WHR,2021-03-30,218.947
2575,WHR,2021-03-29,215.577
2576,WHR,2021-03-26,221.78
2577,WHR,2021-03-25,214.851
2578,WHR,2021-03-24,209.821
2579,WHR,2021-03-23,212.535
2580,WHR,2021-03-22,220.249
2581,WHR,2021-03-19,217.177
2582,WHR,2021-03-18,213.966
2583,WHR,2021-03-17,215.01
2584,WHR,2021-03-16,210.924
2585,WHR,2021-03-15,211.67
2586,WHR,2021-03-12,206.619
2587,WHR,2021-03-11,204.393
2588,WHR,2021-03-10,203.488
2589,WHR,2021-03-09,197.672
2590,WHR,2021-03-08,200.804
2591,WHR,2021-03-05,194.103
2592,WHR,2021-03-04,185.623
2593,WHR,2021-03-03,189.858
2594,WHR,2021-03-02,192.881
2595,WHR,2021-03-01,196.539
2596,WHR,2021-02-26,188.964
2597,WHR,2021-02-25,187.015
2598,WHR,2021-02-24,191.114
2599,WHR,2021-02-23,190.412
2600,WHR,2021-02-22,190.294
2601,WHR,2021-02-19,192.911
2602,WHR,2021-02-18,188.546
2603,WHR,2021-02-17,191.558
2604,WHR,2021-02-16,193.77
2605,WHR,2021-02-12,197.444
2606,WHR,2021-02-11,194.155
2607,WHR,2021-02-10,195.173
2608,WHR,2021-02-09,196.822
2609,WHR,2021-02-08,197.938
2610,WHR,2021-02-05,191.163
2611,WHR,2021-02-04,185.564
2612,WHR,2021-02-03,188.724
2613,WHR,2021-02-02,187.746
2614,WHR,2021-02-01,184.24
2615,WHR,2021-01-29,182.788
2616,WHR,2021-01-28,192.18
2617,WHR,2021-01-27,209.759
2618,WHR,2021-01-26,203.853
2619,WHR,2021-01-25,200.496
2620,WHR,2021-01-22,195.745
2621,WHR,2021-01-21,192.625
2622,WHR,2021-01-20,193.276
2623,WHR,2021-01-19,196.239
2624,WHR,2021-01-15,192.121
2625,WFC,2021-07-15,45.0
2626,WFC,2021-07-14,44.95
2627,WFC,2021-07-13,43.23
2628,WFC,2021-07-12,44.16
2629,WFC,2021-07-09,43.91
2630,WFC,2021-07-08,42.32
2631,WFC,2021-07-07,43.4
2632,WFC,2021-07-06,43.49
2633,WFC,2021-07-02,45.07
2634,WFC,2021-07-01,45.41
2635,WFC,2021-06-30,45.29
2636,WFC,2021-06-29,44.79
2637,WFC,2021-06-28,45.79
2638,WFC,2021-06-25,46.38
2639,WFC,2021-06-24,45.18
2640,WFC,2021-06-23,43.96
2641,WFC,2021-06-22,43.54
2642,WFC,2021-06-21,43.28
2643,WFC,2021-06-18,41.75
2644,WFC,2021-06-17,42.79
2645,WFC,2021-06-16,45.57
2646,WFC,2021-06-15,45.46
2647,WFC,2021-06-14,45.15
2648,WFC,2021-06-11,45.68
2649,WFC,2021-06-10,45.09
2650,WFC,2021-06-09,45.92
2651,WFC,2021-06-08,46.61
2652,WFC,2021-06-07,47.11
2653,WFC,2021-06-04,46.96
2654,WFC,2021-06-03,46.46
2655,WFC,2021-06-02,46.81
2656,WFC,2021-06-01,47.26
2657,WFC,2021-05-28,46.72
2658,WFC,2021-05-27,46.76
2659,WFC,2021-05-26,46.4
2660,WFC,2021-05-25,46.09
2661,WFC,2021-05-24,46.24
2662,WFC,2021-05-21,45.88
2663,WFC,2021-05-20,45.73
2664,WFC,2021-05-19,46.17
2665,WFC,2021-05-18,46.86
2666,WFC,2021-05-17,47.9
2667,WFC,2021-05-14,46.96
2668,WFC,2021-05-13,46.4
2669,WFC,2021-05-12,45.64
2670,WFC,2021-05-11,45.72
2671,WFC,2021-05-10,46.6
2672,WFC,2021-05-07,46.54
2673,WFC,2021-05-06,46.63
2674,WFC,2021-05-05,45.842
2675,WFC,2021-05-04,45.642
2676,WFC,2021-05-03,45.383
2677,WFC,2021-04-30,44.954
2678,WFC,2021-04-29,46.141
2679,WFC,2021-04-28,44.984
2680,WFC,2021-04-27,44.994
2681,WFC,2021-04-26,44.046
2682,WFC,2021-04-23,43.766
2683,WFC,2021-04-22,42.609
2684,WFC,2021-04-21,43.147
2685,WFC,2021-04-20,42.449
2686,WFC,2021-04-19,43.786
2687,WFC,2021-04-16,43.746
2688,WFC,2021-04-15,42.15
2689,WFC,2021-04-14,41.9
2690,WFC,2021-04-13,39.705
2691,WFC,2021-04-12,40.683
2692,WFC,2021-04-09,40.413
2693,WFC,2021-04-08,39.944
2694,WFC,2021-04-07,39.904
2695,WFC,2021-04-06,39.765
2696,WFC,2021-04-05,39.396
2697,WFC,2021-04-01,39.545
2698,WFC,2021-03-31,38.986
2699,WFC,2021-03-30,39.306
2700,WFC,2021-03-29,38.358
2701,WFC,2021-03-26,39.675
2702,WFC,2021-03-25,39.216
2703,WFC,2021-03-24,38.038
2704,WFC,2021-03-23,38.158
2705,WFC,2021-03-22,38.887
2706,WFC,2021-03-19,39.545
2707,WFC,2021-03-18,40.723
2708,WFC,2021-03-17,39.755
2709,WFC,2021-03-16,39.266
2710,WFC,2021-03-15,39.615
2711,WFC,2021-03-12,39.884
2712,WFC,2021-03-11,38.797
2713,WFC,2021-03-10,39.495
2714,WFC,2021-03-09,38.048
2715,WFC,2021-03-08,38.587
2716,WFC,2021-03-05,37.35
2717,WFC,2021-03-04,37.08
2718,WFC,2021-03-03,37.609
2719,WFC,2021-03-02,37.061
2720,WFC,2021-03-01,37.011
2721,WFC,2021-02-26,36.093
2722,WFC,2021-02-25,37.48
2723,WFC,2021-02-24,38.208
2724,WFC,2021-02-23,37.061
2725,WFC,2021-02-22,37.18
2726,WFC,2021-02-19,37.749
2727,WFC,2021-02-18,36.881
2728,WFC,2021-02-17,36.512
2729,WFC,2021-02-16,34.716
2730,WFC,2021-02-12,33.458
2731,WFC,2021-02-11,32.65
2732,WFC,2021-02-10,33.129
2733,WFC,2021-02-09,33.189
2734,WFC,2021-02-08,33.329
2735,WFC,2021-02-05,32.49
2736,WFC,2021-02-04,32.59
2737,WFC,2021-02-03,31.536
2738,WFC,2021-02-02,30.591
2739,WFC,2021-02-01,29.834
2740,WFC,2021-01-29,29.725
2741,WFC,2021-01-28,30.65
2742,WFC,2021-01-27,30.014
2743,WFC,2021-01-26,31.217
2744,WFC,2021-01-25,32.073
2745,WFC,2021-01-22,31.735
2746,WFC,2021-01-21,31.834
2747,WFC,2021-01-20,32.292
2748,WFC,2021-01-19,32.461
2749,WFC,2021-01-15,31.874
2750,WELL,2021-07-15,88.6
2751,WELL,2021-07-14,88.2
2752,WELL,2021-07-13,86.97
2753,WELL,2021-07-12,87.53
2754,WELL,2021-07-09,86.43
2755,WELL,2021-07-08,84.89
2756,WELL,2021-07-07,84.87
2757,WELL,2021-07-06,85.14
2758,WELL,2021-07-02,84.92
2759,WELL,2021-07-01,83.73
2760,WELL,2021-06-30,83.1
2761,WELL,2021-06-29,83.41
2762,WELL,2021-06-28,82.96
2763,WELL,2021-06-25,84.02
2764,WELL,2021-06-24,83.46
2765,WELL,2021-06-23,83.47
2766,WELL,2021-06-22,82.22
2767,WELL,2021-06-21,80.58
2768,WELL,2021-06-18,78.51
2769,WELL,2021-06-17,80.55
2770,WELL,2021-06-16,80.8
2771,WELL,2021-06-15,81.16
2772,WELL,2021-06-14,81.21
2773,WELL,2021-06-11,79.68
2774,WELL,2021-06-10,79.14
2775,WELL,2021-06-09,78.84
2776,WELL,2021-06-08,78.15
2777,WELL,2021-06-07,76.87
2778,WELL,2021-06-04,76.45
2779,WELL,2021-06-03,76.71
2780,WELL,2021-06-02,77.82
2781,WELL,2021-06-01,76.7
2782,WELL,2021-05-28,74.77
2783,WELL,2021-05-27,74.1
2784,WELL,2021-05-26,74.99
2785,WELL,2021-05-25,74.83
2786,WELL,2021-05-24,74.66
2787,WELL,2021-05-21,73.28
2788,WELL,2021-05-20,73.44
2789,WELL,2021-05-19,72.82
2790,WELL,2021-05-18,73.13
2791,WELL,2021-05-17,73.12
2792,WELL,2021-05-14,73.22
2793,WELL,2021-05-13,72.08
2794,WELL,2021-05-12,71.04
2795,WELL,2021-05-11,73.09
2796,WELL,2021-05-10,74.31
2797,WELL,2021-05-07,74.092
2798,WELL,2021-05-06,72.911
2799,WELL,2021-05-05,72.058
2800,WELL,2021-05-04,74.3
2801,WELL,2021-05-03,75.867
2802,WELL,2021-04-30,74.419
2803,WELL,2021-04-29,75.461
2804,WELL,2021-04-28,74.905
2805,WELL,2021-04-27,75.847
2806,WELL,2021-04-26,75.272
2807,WELL,2021-04-23,74.826
2808,WELL,2021-04-22,75.014
2809,WELL,2021-04-21,75.738
2810,WELL,2021-04-20,75.5
2811,WELL,2021-04-19,74.27
2812,WELL,2021-04-16,75.074
2813,WELL,2021-04-15,75.629
2814,WELL,2021-04-14,74.479
2815,WELL,2021-04-13,75.173
2816,WELL,2021-04-12,74.776
2817,WELL,2021-04-09,74.498
2818,WELL,2021-04-08,75.004
2819,WELL,2021-04-07,74.588
2820,WELL,2021-04-06,73.556
2821,WELL,2021-04-05,72.207
2822,WELL,2021-04-01,72.654
2823,WELL,2021-03-31,71.047
2824,WELL,2021-03-30,72.336
2825,WELL,2021-03-29,71.096
2826,WELL,2021-03-26,72.792
2827,WELL,2021-03-25,70.581
2828,WELL,2021-03-24,70.6
2829,WELL,2021-03-23,70.412
2830,WELL,2021-03-22,70.422
2831,WELL,2021-03-19,70.144
2832,WELL,2021-03-18,71.265
2833,WELL,2021-03-17,73.09
2834,WELL,2021-03-16,72.316
2835,WELL,2021-03-15,73.943
2836,WELL,2021-03-12,73.517
2837,WELL,2021-03-11,72.773
2838,WELL,2021-03-10,73.368
2839,WELL,2021-03-09,72.168
2840,WELL,2021-03-08,71.642
2841,WELL,2021-03-05,69.688
2842,WELL,2021-03-04,69.162
2843,WELL,2021-03-03,68.458
2844,WELL,2021-03-02,68.061
2845,WELL,2021-03-01,67.922
2846,WELL,2021-02-26,67.347
2847,WELL,2021-02-25,69.708
2848,WELL,2021-02-24,73.001
2849,WELL,2021-02-23,70.025
2850,WELL,2021-02-22,69.321
2851,WELL,2021-02-19,67.833
2852,WELL,2021-02-18,67.017
2853,WELL,2021-02-17,66.152
2854,WELL,2021-02-16,66.034
2855,WELL,2021-02-12,66.368
2856,WELL,2021-02-11,65.307
2857,WELL,2021-02-10,63.832
2858,WELL,2021-02-09,62.161
2859,WELL,2021-02-08,62.141
2860,WELL,2021-02-05,62.937
2861,WELL,2021-02-04,62.829
2862,WELL,2021-02-03,61.04
2863,WELL,2021-02-02,61.119
2864,WELL,2021-02-01,61.453
2865,WELL,2021-01-29,59.575
2866,WELL,2021-01-28,60.735
2867,WELL,2021-01-27,58.779
2868,WELL,2021-01-26,60.745
2869,WELL,2021-01-25,61.502
2870,WELL,2021-01-22,62.003
2871,WELL,2021-01-21,60.804
2872,WELL,2021-01-20,61.079
2873,WELL,2021-01-19,59.968
2874,WELL,2021-01-15,63.163
2875,WEC,2021-07-15,94.75
2876,WEC,2021-07-14,93.15
2877,WEC,2021-07-13,91.89
2878,WEC,2021-07-12,92.37
2879,WEC,2021-07-09,91.84
2880,WEC,2021-07-08,92.21
2881,WEC,2021-07-07,91.79
2882,WEC,2021-07-06,90.7
2883,WEC,2021-07-02,90.02
2884,WEC,2021-07-01,90.19
2885,WEC,2021-06-30,88.95
2886,WEC,2021-06-29,89.02
2887,WEC,2021-06-28,90.96
2888,WEC,2021-06-25,90.1
2889,WEC,2021-06-24,89.08
2890,WEC,2021-06-23,88.97
2891,WEC,2021-06-22,90.17
2892,WEC,2021-06-21,90.67
2893,WEC,2021-06-18,89.43
2894,WEC,2021-06-17,92.38
2895,WEC,2021-06-16,91.93
2896,WEC,2021-06-15,93.1
2897,WEC,2021-06-14,92.69
2898,WEC,2021-06-11,92.9
2899,WEC,2021-06-10,93.13
2900,WEC,2021-06-09,92.91
2901,WEC,2021-06-08,91.93
2902,WEC,2021-06-07,93.56
2903,WEC,2021-06-04,93.59
2904,WEC,2021-06-03,93.83
2905,WEC,2021-06-02,93.18
2906,WEC,2021-06-01,92.97
2907,WEC,2021-05-28,93.91
2908,WEC,2021-05-27,93.35
2909,WEC,2021-05-26,93.99
2910,WEC,2021-05-25,94.21
2911,WEC,2021-05-24,95.36
2912,WEC,2021-05-21,96.22
2913,WEC,2021-05-20,95.52
2914,WEC,2021-05-19,94.87
2915,WEC,2021-05-18,95.4
2916,WEC,2021-05-17,95.76
2917,WEC,2021-05-14,96.2
2918,WEC,2021-05-13,95.84
2919,WEC,2021-05-12,94.353
2920,WEC,2021-05-11,95.763
2921,WEC,2021-05-10,98.563
2922,WEC,2021-05-07,96.955
2923,WEC,2021-05-06,97.262
2924,WEC,2021-05-05,95.882
2925,WEC,2021-05-04,97.173
2926,WEC,2021-05-03,97.312
2927,WEC,2021-04-30,96.488
2928,WEC,2021-04-29,95.078
2929,WEC,2021-04-28,93.996
2930,WEC,2021-04-27,94.313
2931,WEC,2021-04-26,95.128
2932,WEC,2021-04-23,96.111
2933,WEC,2021-04-22,96.478
2934,WEC,2021-04-21,96.597
2935,WEC,2021-04-20,98.454
2936,WEC,2021-04-19,96.17
2937,WEC,2021-04-16,96.279
2938,WEC,2021-04-15,95.267
2939,WEC,2021-04-14,93.33
2940,WEC,2021-04-13,93.39
2941,WEC,2021-04-12,92.298
2942,WEC,2021-04-09,91.702
2943,WEC,2021-04-08,92.208
2944,WEC,2021-04-07,92.764
2945,WEC,2021-04-06,93.142
2946,WEC,2021-04-05,93.152
2947,WEC,2021-04-01,92.665
2948,WEC,2021-03-31,92.933
2949,WEC,2021-03-30,92.734
2950,WEC,2021-03-29,94.125
2951,WEC,2021-03-26,92.377
2952,WEC,2021-03-25,92.536
2953,WEC,2021-03-24,91.305
2954,WEC,2021-03-23,91.722
2955,WEC,2021-03-22,88.137
2956,WEC,2021-03-19,88.197
2957,WEC,2021-03-18,87.422
2958,WEC,2021-03-17,86.836
2959,WEC,2021-03-16,88.266
2960,WEC,2021-03-15,88.286
2961,WEC,2021-03-12,87.869
2962,WEC,2021-03-11,86.25
2963,WEC,2021-03-10,86.608
2964,WEC,2021-03-09,86.141
2965,WEC,2021-03-08,85.724
2966,WEC,2021-03-05,83.887
2967,WEC,2021-03-04,81.702
2968,WEC,2021-03-03,81.683
2969,WEC,2021-03-02,82.447
2970,WEC,2021-03-01,82.209
