Symbol,Name,Sector,PRICINGDATE,PRICECLOSE,,
FANG,Diamondback Energy,Energy,02/01/2020,92.65,,
FANG,Diamondback Energy,Energy,03/01/2020,94.41,,
FANG,Diamondback Energy,Energy,06/01/2020,94.9,,
FANG,Diamondback Energy,Energy,07/01/2020,96.42,,
FANG,Diamondback Energy,Energy,08/01/2020,93.33,,
FANG,Diamondback Energy,Energy,09/01/2020,94.15,,
FANG,Diamondback Energy,Energy,10/01/2020,92.26,,
FANG,Diamondback Energy,Energy,13/01/2020,90.48,,
FANG,Diamondback Energy,Energy,14/01/2020,91.26,,
FANG,Diamondback Energy,Energy,15/01/2020,91.31,,
FANG,Diamondback Energy,Energy,16/01/2020,90.74,,
FANG,Diamondback Energy,Energy,17/01/2020,89.54,,
FANG,Diamondback Energy,Energy,21/01/2020,88.32,,
FANG,Diamondback Energy,Energy,22/01/2020,85.49,,
FANG,Diamondback Energy,Energy,23/01/2020,84.7,,
FANG,Diamondback Energy,Energy,24/01/2020,82.84,,
FANG,Diamondback Energy,Energy,27/01/2020,79.37,,
FANG,Diamondback Energy,Energy,28/01/2020,79.12,,
FANG,Diamondback Energy,Energy,29/01/2020,77.57,,
FANG,Diamondback Energy,Energy,30/01/2020,76.49,,
FANG,Diamondback Energy,Energy,31/01/2020,74.4,,
FANG,Diamondback Energy,Energy,03/02/2020,73.08,,
FANG,Diamondback Energy,Energy,04/02/2020,73.22,,
FANG,Diamondback Energy,Energy,05/02/2020,77.4,,
FANG,Diamondback Energy,Energy,06/02/2020,76.23,,
FANG,Diamondback Energy,Energy,07/02/2020,74.24,,
FANG,Diamondback Energy,Energy,10/02/2020,72,,
FANG,Diamondback Energy,Energy,11/02/2020,72.51,,
FANG,Diamondback Energy,Energy,12/02/2020,74.35,,
FANG,Diamondback Energy,Energy,13/02/2020,74.54,,
FANG,Diamondback Energy,Energy,14/02/2020,74.97,,
FANG,Diamondback Energy,Energy,18/02/2020,74.56,,
FANG,Diamondback Energy,Energy,19/02/2020,79.29,,
FANG,Diamondback Energy,Energy,20/02/2020,78.48,,
FANG,Diamondback Energy,Energy,21/02/2020,76.4,,
FANG,Diamondback Energy,Energy,24/02/2020,71.08,,
FANG,Diamondback Energy,Energy,25/02/2020,67.16,,
FANG,Diamondback Energy,Energy,26/02/2020,63.14,,
FANG,Diamondback Energy,Energy,27/02/2020,59.48,,
FANG,Diamondback Energy,Energy,28/02/2020,62,,
FANG,Diamondback Energy,Energy,02/03/2020,62.14,,
FANG,Diamondback Energy,Energy,03/03/2020,61.76,,
FANG,Diamondback Energy,Energy,04/03/2020,61.07,,
FANG,Diamondback Energy,Energy,05/03/2020,58.21,,
FANG,Diamondback Energy,Energy,06/03/2020,48.56,,
FANG,Diamondback Energy,Energy,09/03/2020,26.88,,
FANG,Diamondback Energy,Energy,10/03/2020,29.68,,
FANG,Diamondback Energy,Energy,11/03/2020,26.2,,
FANG,Diamondback Energy,Energy,12/03/2020,25.62,,
FANG,Diamondback Energy,Energy,13/03/2020,27.19,,
FANG,Diamondback Energy,Energy,16/03/2020,23.49,,
FANG,Diamondback Energy,Energy,17/03/2020,20.23,,
FANG,Diamondback Energy,Energy,18/03/2020,15.56,,
FANG,Diamondback Energy,Energy,19/03/2020,18.69,,
FANG,Diamondback Energy,Energy,20/03/2020,18.59,,
FANG,Diamondback Energy,Energy,23/03/2020,20.37,,
FANG,Diamondback Energy,Energy,24/03/2020,24.12,,
FANG,Diamondback Energy,Energy,25/03/2020,24.17,,
FANG,Diamondback Energy,Energy,26/03/2020,25.95,,
FANG,Diamondback Energy,Energy,27/03/2020,23.87,,
FANG,Diamondback Energy,Energy,30/03/2020,23.59,,
FANG,Diamondback Energy,Energy,31/03/2020,26.2,,
FANG,Diamondback Energy,Energy,01/04/2020,25.07,,
FANG,Diamondback Energy,Energy,02/04/2020,29.05,,
FANG,Diamondback Energy,Energy,03/04/2020,31.59,,
FANG,Diamondback Energy,Energy,06/04/2020,32.1,,
FANG,Diamondback Energy,Energy,07/04/2020,33.01,,
FANG,Diamondback Energy,Energy,08/04/2020,37.48,,
FANG,Diamondback Energy,Energy,09/04/2020,34.86,,
FANG,Diamondback Energy,Energy,13/04/2020,33.08,,
FANG,Diamondback Energy,Energy,14/04/2020,31.65,,
FANG,Diamondback Energy,Energy,15/04/2020,30.23,,
FANG,Diamondback Energy,Energy,16/04/2020,28.03,,
FANG,Diamondback Energy,Energy,17/04/2020,31.52,,
FANG,Diamondback Energy,Energy,20/04/2020,30.86,,
FANG,Diamondback Energy,Energy,21/04/2020,31.4,,
FANG,Diamondback Energy,Energy,22/04/2020,34.24,,
FANG,Diamondback Energy,Energy,23/04/2020,37.1,,
FANG,Diamondback Energy,Energy,24/04/2020,35.78,,
FANG,Diamondback Energy,Energy,27/04/2020,36.22,,
FANG,Diamondback Energy,Energy,28/04/2020,38,,
FANG,Diamondback Energy,Energy,29/04/2020,44.19,,
FANG,Diamondback Energy,Energy,30/04/2020,43.54,,
FANG,Diamondback Energy,Energy,01/05/2020,40.28,,
FANG,Diamondback Energy,Energy,04/05/2020,42.52,,
FANG,Diamondback Energy,Energy,05/05/2020,40.33,,
FANG,Diamondback Energy,Energy,06/05/2020,38.92,,
FANG,Diamondback Energy,Energy,07/05/2020,40.37,,
FANG,Diamondback Energy,Energy,08/05/2020,42.08,,
FANG,Diamondback Energy,Energy,11/05/2020,41.02,,
FANG,Diamondback Energy,Energy,12/05/2020,40.87,,
FANG,Diamondback Energy,Energy,13/05/2020,37.79,,
FANG,Diamondback Energy,Energy,14/05/2020,38.18,,
FANG,Diamondback Energy,Energy,15/05/2020,38.78,,
FANG,Diamondback Energy,Energy,18/05/2020,43.44,,
FANG,Diamondback Energy,Energy,19/05/2020,41.84,,
FANG,Diamondback Energy,Energy,20/05/2020,43.66,,
FANG,Diamondback Energy,Energy,21/05/2020,42.89,,
FANG,Diamondback Energy,Energy,22/05/2020,42.94,,
FANG,Diamondback Energy,Energy,26/05/2020,44.9,,
FANG,Diamondback Energy,Energy,27/05/2020,44.3,,
FANG,Diamondback Energy,Energy,28/05/2020,43.02,,
FANG,Diamondback Energy,Energy,29/05/2020,42.58,,
FANG,Diamondback Energy,Energy,01/06/2020,43.73,,
FANG,Diamondback Energy,Energy,02/06/2020,45.61,,
FANG,Diamondback Energy,Energy,03/06/2020,47.58,,
FANG,Diamondback Energy,Energy,04/06/2020,47.68,,
FANG,Diamondback Energy,Energy,05/06/2020,52.21,,
FANG,Diamondback Energy,Energy,08/06/2020,59.82,,
FANG,Diamondback Energy,Energy,09/06/2020,53.92,,
FANG,Diamondback Energy,Energy,10/06/2020,50.17,,
FANG,Diamondback Energy,Energy,11/06/2020,44.36,,
FANG,Diamondback Energy,Energy,12/06/2020,46.96,,
FANG,Diamondback Energy,Energy,15/06/2020,48.12,,
FANG,Diamondback Energy,Energy,16/06/2020,49.97,,
FANG,Diamondback Energy,Energy,17/06/2020,46.55,,
FANG,Diamondback Energy,Energy,18/06/2020,46.59,,
FANG,Diamondback Energy,Energy,19/06/2020,46.73,,
FANG,Diamondback Energy,Energy,22/06/2020,46.09,,
FANG,Diamondback Energy,Energy,23/06/2020,46.31,,
FANG,Diamondback Energy,Energy,24/06/2020,41.9,,
FANG,Diamondback Energy,Energy,25/06/2020,43.62,,
FANG,Diamondback Energy,Energy,26/06/2020,41.13,,
FANG,Diamondback Energy,Energy,29/06/2020,41.43,,
FANG,Diamondback Energy,Energy,30/06/2020,41.82,,
FANG,Diamondback Energy,Energy,01/07/2020,39.6,,
FANG,Diamondback Energy,Energy,02/07/2020,41.56,,
FANG,Diamondback Energy,Energy,06/07/2020,42.88,,
FANG,Diamondback Energy,Energy,07/07/2020,40.12,,
FANG,Diamondback Energy,Energy,08/07/2020,40.23,,
FANG,Diamondback Energy,Energy,09/07/2020,37.5,,
FANG,Diamondback Energy,Energy,10/07/2020,38.93,,
FANG,Diamondback Energy,Energy,13/07/2020,37.1,,
FANG,Diamondback Energy,Energy,14/07/2020,39.28,,
FANG,Diamondback Energy,Energy,15/07/2020,39.9,,
FANG,Diamondback Energy,Energy,16/07/2020,39.51,,
FANG,Diamondback Energy,Energy,17/07/2020,39.02,,
FANG,Diamondback Energy,Energy,20/07/2020,38.58,,
FANG,Diamondback Energy,Energy,21/07/2020,42.11,,
FANG,Diamondback Energy,Energy,22/07/2020,41.7,,
FANG,Diamondback Energy,Energy,23/07/2020,41.07,,
FANG,Diamondback Energy,Energy,24/07/2020,40.73,,
FANG,Diamondback Energy,Energy,27/07/2020,40.05,,
FANG,Diamondback Energy,Energy,28/07/2020,38.88,,
FANG,Diamondback Energy,Energy,29/07/2020,40.76,,
FANG,Diamondback Energy,Energy,30/07/2020,39.51,,
FANG,Diamondback Energy,Energy,31/07/2020,39.86,,
FANG,Diamondback Energy,Energy,03/08/2020,40.01,,
FANG,Diamondback Energy,Energy,04/08/2020,41.07,,
FANG,Diamondback Energy,Energy,05/08/2020,41.63,,
FANG,Diamondback Energy,Energy,06/08/2020,40.73,,
FANG,Diamondback Energy,Energy,07/08/2020,42.01,,
FANG,Diamondback Energy,Energy,10/08/2020,44.67,,
FANG,Diamondback Energy,Energy,11/08/2020,44.45,,
FANG,Diamondback Energy,Energy,12/08/2020,44.57,,
FANG,Diamondback Energy,Energy,13/08/2020,44.58,,
FANG,Diamondback Energy,Energy,14/08/2020,45.51,,
FANG,Diamondback Energy,Energy,17/08/2020,45.08,,
FANG,Diamondback Energy,Energy,18/08/2020,44.49,,
FANG,Diamondback Energy,Energy,19/08/2020,43.3,,
FANG,Diamondback Energy,Energy,20/08/2020,40.63,,
FANG,Diamondback Energy,Energy,21/08/2020,39.21,,
FANG,Diamondback Energy,Energy,24/08/2020,40.05,,
FANG,Diamondback Energy,Energy,25/08/2020,41.06,,
FANG,Diamondback Energy,Energy,26/08/2020,39.39,,
FANG,Diamondback Energy,Energy,27/08/2020,39.77,,
FANG,Diamondback Energy,Energy,28/08/2020,40.14,,
FANG,Diamondback Energy,Energy,31/08/2020,38.96,,
FANG,Diamondback Energy,Energy,01/09/2020,38.48,,
FANG,Diamondback Energy,Energy,02/09/2020,36.32,,
FANG,Diamondback Energy,Energy,03/09/2020,35.77,,
FANG,Diamondback Energy,Energy,04/09/2020,35.53,,
FANG,Diamondback Energy,Energy,08/09/2020,31.99,,
FANG,Diamondback Energy,Energy,09/09/2020,32.185,,
FANG,Diamondback Energy,Energy,10/09/2020,30.08,,
FANG,Diamondback Energy,Energy,11/09/2020,29.62,,
FANG,Diamondback Energy,Energy,14/09/2020,31.06,,
FANG,Diamondback Energy,Energy,15/09/2020,30.5,,
FANG,Diamondback Energy,Energy,16/09/2020,32.91,,
FANG,Diamondback Energy,Energy,17/09/2020,33.79,,
FANG,Diamondback Energy,Energy,18/09/2020,33.77,,
FANG,Diamondback Energy,Energy,21/09/2020,32.08,,
FANG,Diamondback Energy,Energy,22/09/2020,31.61,,
FANG,Diamondback Energy,Energy,23/09/2020,29.9,,
FANG,Diamondback Energy,Energy,24/09/2020,29.99,,
FANG,Diamondback Energy,Energy,25/09/2020,29.9,,
FANG,Diamondback Energy,Energy,28/09/2020,31.49,,
FANG,Diamondback Energy,Energy,29/09/2020,31.2,,
FANG,Diamondback Energy,Energy,30/09/2020,30.12,,
FANG,Diamondback Energy,Energy,01/10/2020,29.09,,
FANG,Diamondback Energy,Energy,02/10/2020,30.47,,
FANG,Diamondback Energy,Energy,05/10/2020,30.87,,
FANG,Diamondback Energy,Energy,06/10/2020,29.21,,
FANG,Diamondback Energy,Energy,07/10/2020,29.47,,
FANG,Diamondback Energy,Energy,08/10/2020,31.12,,
FANG,Diamondback Energy,Energy,09/10/2020,30.69,,
FANG,Diamondback Energy,Energy,12/10/2020,31.2,,
FANG,Diamondback Energy,Energy,13/10/2020,30.41,,
FANG,Diamondback Energy,Energy,14/10/2020,30.49,,
FANG,Diamondback Energy,Energy,15/10/2020,30.63,,
FANG,Diamondback Energy,Energy,16/10/2020,29.29,,
FANG,Diamondback Energy,Energy,19/10/2020,28.04,,
FANG,Diamondback Energy,Energy,20/10/2020,28.45,,
FANG,Diamondback Energy,Energy,21/10/2020,27.71,,
FANG,Diamondback Energy,Energy,22/10/2020,29.17,,
FANG,Diamondback Energy,Energy,23/10/2020,29.03,,
FANG,Diamondback Energy,Energy,26/10/2020,27.525,,
FANG,Diamondback Energy,Energy,27/10/2020,26.57,,
FANG,Diamondback Energy,Energy,28/10/2020,24.6,,
FANG,Diamondback Energy,Energy,29/10/2020,25.54,,
FANG,Diamondback Energy,Energy,30/10/2020,25.96,,
FANG,Diamondback Energy,Energy,02/11/2020,27.71,,
FANG,Diamondback Energy,Energy,03/11/2020,28.12,,
FANG,Diamondback Energy,Energy,04/11/2020,27.12,,
FANG,Diamondback Energy,Energy,05/11/2020,26.2,,
FANG,Diamondback Energy,Energy,06/11/2020,24.74,,
FANG,Diamondback Energy,Energy,09/11/2020,32.4,,
FANG,Diamondback Energy,Energy,10/11/2020,33.725,,
FANG,Diamondback Energy,Energy,11/11/2020,32.85,,
FANG,Diamondback Energy,Energy,12/11/2020,31.66,,
FANG,Diamondback Energy,Energy,13/11/2020,33.6,,
FANG,Diamondback Energy,Energy,16/11/2020,35.93,,
FANG,Diamondback Energy,Energy,17/11/2020,37.31,,
FANG,Diamondback Energy,Energy,18/11/2020,37.74,,
FANG,Diamondback Energy,Energy,19/11/2020,39.44,,
FANG,Diamondback Energy,Energy,20/11/2020,39.84,,
FANG,Diamondback Energy,Energy,23/11/2020,44.49,,
FANG,Diamondback Energy,Energy,24/11/2020,47.14,,
FANG,Diamondback Energy,Energy,25/11/2020,45.39,,
FANG,Diamondback Energy,Energy,27/11/2020,43.52,,
FANG,Diamondback Energy,Energy,30/11/2020,39.96,,
FANG,Diamondback Energy,Energy,01/12/2020,39.85,,
FANG,Diamondback Energy,Energy,02/12/2020,40.52,,
FANG,Diamondback Energy,Energy,03/12/2020,41.91,,
FANG,Diamondback Energy,Energy,04/12/2020,47.22,,
FANG,Diamondback Energy,Energy,07/12/2020,45.64,,
FANG,Diamondback Energy,Energy,08/12/2020,46.14,,
FANG,Diamondback Energy,Energy,09/12/2020,47.33,,
FANG,Diamondback Energy,Energy,10/12/2020,49.94,,
FANG,Diamondback Energy,Energy,11/12/2020,50.11,,
FANG,Diamondback Energy,Energy,14/12/2020,46.95,,
FANG,Diamondback Energy,Energy,15/12/2020,48.16,,
FANG,Diamondback Energy,Energy,16/12/2020,47.65,,
FANG,Diamondback Energy,Energy,17/12/2020,47.385,,
FANG,Diamondback Energy,Energy,18/12/2020,45.84,,
FANG,Diamondback Energy,Energy,21/12/2020,45.02,,
FANG,Diamondback Energy,Energy,22/12/2020,44.05,,
FANG,Diamondback Energy,Energy,23/12/2020,47.8,,
FANG,Diamondback Energy,Energy,24/12/2020,48.25,,
FANG,Diamondback Energy,Energy,28/12/2020,47.63,,
FANG,Diamondback Energy,Energy,29/12/2020,47,,
FANG,Diamondback Energy,Energy,30/12/2020,49.27,,
FANG,Diamondback Energy,Energy,31/12/2020,48.4,,
FANG,Diamondback Energy,Energy,04/01/2021,48.94,,
FANG,Diamondback Energy,Energy,05/01/2021,53.67,,
FANG,Diamondback Energy,Energy,06/01/2021,56.32,,
FANG,Diamondback Energy,Energy,07/01/2021,56.79,,
FANG,Diamondback Energy,Energy,08/01/2021,56.76,,
FANG,Diamondback Energy,Energy,11/01/2021,58.3,,
FANG,Diamondback Energy,Energy,12/01/2021,62.87,,
FANG,Diamondback Energy,Energy,13/01/2021,61.54,,
FANG,Diamondback Energy,Energy,14/01/2021,61.93,,
FANG,Diamondback Energy,Energy,15/01/2021,59.235,,
FANG,Diamondback Energy,Energy,19/01/2021,60.02,,
FANG,Diamondback Energy,Energy,20/01/2021,60.62,,
FANG,Diamondback Energy,Energy,21/01/2021,60.78,,
FANG,Diamondback Energy,Energy,22/01/2021,63.74,,
FANG,Diamondback Energy,Energy,25/01/2021,61.33,,
FANG,Diamondback Energy,Energy,26/01/2021,59.61,,
FANG,Diamondback Energy,Energy,27/01/2021,56.59,,
FANG,Diamondback Energy,Energy,28/01/2021,60.31,,
FANG,Diamondback Energy,Energy,29/01/2021,56.69,,
FANG,Diamondback Energy,Energy,01/02/2021,57.98,,
FANG,Diamondback Energy,Energy,02/02/2021,58.415,,
FANG,Diamondback Energy,Energy,03/02/2021,63.58,,
FANG,Diamondback Energy,Energy,04/02/2021,65.35,,
FANG,Diamondback Energy,Energy,05/02/2021,64.45,,
FANG,Diamondback Energy,Energy,08/02/2021,68.93,,
FANG,Diamondback Energy,Energy,09/02/2021,66.97,,
FANG,Diamondback Energy,Energy,10/02/2021,68.88,,
FANG,Diamondback Energy,Energy,11/02/2021,67.77,,
FANG,Diamondback Energy,Energy,12/02/2021,69.12,,
FANG,Diamondback Energy,Energy,16/02/2021,68.97,,
FANG,Diamondback Energy,Energy,17/02/2021,68.84,,
FANG,Diamondback Energy,Energy,18/02/2021,65.14,,
FANG,Diamondback Energy,Energy,19/02/2021,65.57,,
FANG,Diamondback Energy,Energy,22/02/2021,68.4,,
FANG,Diamondback Energy,Energy,23/02/2021,71.01,,
FANG,Diamondback Energy,Energy,24/02/2021,73.8,,
FANG,Diamondback Energy,Energy,25/02/2021,69.06,,
FANG,Diamondback Energy,Energy,26/02/2021,69.28,,
FANG,Diamondback Energy,Energy,01/03/2021,73.66,,
FANG,Diamondback Energy,Energy,02/03/2021,71.01,,
FANG,Diamondback Energy,Energy,03/03/2021,74.44,,
FANG,Diamondback Energy,Energy,04/03/2021,81.26,,
FANG,Diamondback Energy,Energy,05/03/2021,85.27,,
FANG,Diamondback Energy,Energy,08/03/2021,84.17,,
FANG,Diamondback Energy,Energy,09/03/2021,81.03,,
FANG,Diamondback Energy,Energy,10/03/2021,80.94,,
FANG,Diamondback Energy,Energy,11/03/2021,84.04,,
FANG,Diamondback Energy,Energy,12/03/2021,82.01,,
FANG,Diamondback Energy,Energy,15/03/2021,84.29,,
FANG,Diamondback Energy,Energy,16/03/2021,82.09,,
FANG,Diamondback Energy,Energy,17/03/2021,81.41,,
FANG,Diamondback Energy,Energy,18/03/2021,75.17,,
FANG,Diamondback Energy,Energy,19/03/2021,75.81,,
FANG,Diamondback Energy,Energy,22/03/2021,75.31,,
FANG,Diamondback Energy,Energy,23/03/2021,72.13,,
FANG,Diamondback Energy,Energy,24/03/2021,74.39,,
FANG,Diamondback Energy,Energy,25/03/2021,73.8,,
FANG,Diamondback Energy,Energy,26/03/2021,75.79,,
FANG,Diamondback Energy,Energy,29/03/2021,74.24,,
FANG,Diamondback Energy,Energy,30/03/2021,74.48,,
FANG,Diamondback Energy,Energy,31/03/2021,73.49,,
FANG,Diamondback Energy,Energy,01/04/2021,81.22,,
FANG,Diamondback Energy,Energy,05/04/2021,75.4,,
FANG,Diamondback Energy,Energy,06/04/2021,75.46,,
FANG,Diamondback Energy,Energy,07/04/2021,76.31,,
FANG,Diamondback Energy,Energy,08/04/2021,75.2,,
FANG,Diamondback Energy,Energy,09/04/2021,74.8,,
FANG,Diamondback Energy,Energy,12/04/2021,73.88,,
FANG,Diamondback Energy,Energy,13/04/2021,75.76,,
FANG,Diamondback Energy,Energy,14/04/2021,80.34,,
FANG,Diamondback Energy,Energy,15/04/2021,79.08,,
FANG,Diamondback Energy,Energy,16/04/2021,77.54,,
FANG,Diamondback Energy,Energy,19/04/2021,77.67,,
FANG,Diamondback Energy,Energy,20/04/2021,74.27,,
FANG,Diamondback Energy,Energy,21/04/2021,75.26,,
FANG,Diamondback Energy,Energy,22/04/2021,75.28,,
FANG,Diamondback Energy,Energy,23/04/2021,76.13,,
FANG,Diamondback Energy,Energy,26/04/2021,77.46,,
FANG,Diamondback Energy,Energy,27/04/2021,79.32,,
FANG,Diamondback Energy,Energy,28/04/2021,83.68,,
FANG,Diamondback Energy,Energy,29/04/2021,84.34,,
FANG,Diamondback Energy,Energy,30/04/2021,81.73,,
FANG,Diamondback Energy,Energy,03/05/2021,83.92,,
FANG,Diamondback Energy,Energy,04/05/2021,79.2,,
FANG,Diamondback Energy,Energy,05/05/2021,83.12,,
FANG,Diamondback Energy,Energy,06/05/2021,82.25,,
FANG,Diamondback Energy,Energy,07/05/2021,84.21,,
FANG,Diamondback Energy,Energy,10/05/2021,82.76,,
FANG,Diamondback Energy,Energy,11/05/2021,79.8,,
FANG,Diamondback Energy,Energy,12/05/2021,79.48,,
FANG,Diamondback Energy,Energy,13/05/2021,76.2,,
FANG,Diamondback Energy,Energy,14/05/2021,78.7,,
FANG,Diamondback Energy,Energy,17/05/2021,80.36,,
FANG,Diamondback Energy,Energy,18/05/2021,80,,
FANG,Diamondback Energy,Energy,19/05/2021,77.92,,
FANG,Diamondback Energy,Energy,20/05/2021,76.53,,
FANG,Diamondback Energy,Energy,21/05/2021,76.31,,
FANG,Diamondback Energy,Energy,24/05/2021,77.3,,
FANG,Diamondback Energy,Energy,25/05/2021,75.48,,
FANG,Diamondback Energy,Energy,26/05/2021,78.29,,
FANG,Diamondback Energy,Energy,27/05/2021,79.34,,
FANG,Diamondback Energy,Energy,28/05/2021,80.07,,
FANG,Diamondback Energy,Energy,01/06/2021,86.61,,
FANG,Diamondback Energy,Energy,02/06/2021,86.44,,
FANG,Diamondback Energy,Energy,03/06/2021,86.52,,
FANG,Diamondback Energy,Energy,04/06/2021,85.82,,
FANG,Diamondback Energy,Energy,07/06/2021,87.19,,
FANG,Diamondback Energy,Energy,08/06/2021,89.64,,
FANG,Diamondback Energy,Energy,09/06/2021,88.28,,
FANG,Diamondback Energy,Energy,10/06/2021,86.99,,
FANG,Diamondback Energy,Energy,11/06/2021,87.27,,
FANG,Diamondback Energy,Energy,14/06/2021,86.44,,
FANG,Diamondback Energy,Energy,15/06/2021,90.85,,
FANG,Diamondback Energy,Energy,16/06/2021,90.37,,
FANG,Diamondback Energy,Energy,17/06/2021,86.89,,
FANG,Diamondback Energy,Energy,18/06/2021,86.18,,
FANG,Diamondback Energy,Energy,21/06/2021,91.5,,
FANG,Diamondback Energy,Energy,22/06/2021,91.33,,
FANG,Diamondback Energy,Energy,23/06/2021,91.91,,
FANG,Diamondback Energy,Energy,24/06/2021,94.25,,
FANG,Diamondback Energy,Energy,25/06/2021,96.31,,
FANG,Diamondback Energy,Energy,28/06/2021,92.47,,
FANG,Diamondback Energy,Energy,29/06/2021,92.62,,
FANG,Diamondback Energy,Energy,30/06/2021,93.89,,
NWSA,News Corp (Class A),Communication Services,02/01/2020,14.44,,
NWSA,News Corp (Class A),Communication Services,03/01/2020,14.4,,
NWSA,News Corp (Class A),Communication Services,06/01/2020,14.36,,
NWSA,News Corp (Class A),Communication Services,07/01/2020,14.495,,
NWSA,News Corp (Class A),Communication Services,08/01/2020,14.54,,
NWSA,News Corp (Class A),Communication Services,09/01/2020,14.43,,
NWSA,News Corp (Class A),Communication Services,10/01/2020,14.35,,
NWSA,News Corp (Class A),Communication Services,13/01/2020,14.57,,
NWSA,News Corp (Class A),Communication Services,14/01/2020,14.67,,
NWSA,News Corp (Class A),Communication Services,15/01/2020,14.79,,
NWSA,News Corp (Class A),Communication Services,16/01/2020,14.91,,
NWSA,News Corp (Class A),Communication Services,17/01/2020,14.91,,
NWSA,News Corp (Class A),Communication Services,21/01/2020,14.485,,
NWSA,News Corp (Class A),Communication Services,22/01/2020,14.46,,
NWSA,News Corp (Class A),Communication Services,23/01/2020,14.345,,
NWSA,News Corp (Class A),Communication Services,24/01/2020,13.94,,
NWSA,News Corp (Class A),Communication Services,27/01/2020,13.66,,
NWSA,News Corp (Class A),Communication Services,28/01/2020,13.51,,
NWSA,News Corp (Class A),Communication Services,29/01/2020,13.365,,
NWSA,News Corp (Class A),Communication Services,30/01/2020,13.65,,
NWSA,News Corp (Class A),Communication Services,31/01/2020,13.62,,
NWSA,News Corp (Class A),Communication Services,03/02/2020,13.64,,
NWSA,News Corp (Class A),Communication Services,04/02/2020,13.81,,
NWSA,News Corp (Class A),Communication Services,05/02/2020,14.085,,
NWSA,News Corp (Class A),Communication Services,06/02/2020,14.47,,
NWSA,News Corp (Class A),Communication Services,07/02/2020,14.19,,
NWSA,News Corp (Class A),Communication Services,10/02/2020,13.76,,
NWSA,News Corp (Class A),Communication Services,11/02/2020,14.13,,
NWSA,News Corp (Class A),Communication Services,12/02/2020,14.44,,
NWSA,News Corp (Class A),Communication Services,13/02/2020,14.4,,
NWSA,News Corp (Class A),Communication Services,14/02/2020,14.6,,
NWSA,News Corp (Class A),Communication Services,18/02/2020,14.5,,
NWSA,News Corp (Class A),Communication Services,19/02/2020,14.61,,
NWSA,News Corp (Class A),Communication Services,20/02/2020,14.545,,
NWSA,News Corp (Class A),Communication Services,21/02/2020,14.34,,
NWSA,News Corp (Class A),Communication Services,24/02/2020,13.61,,
NWSA,News Corp (Class A),Communication Services,25/02/2020,12.86,,
NWSA,News Corp (Class A),Communication Services,26/02/2020,12.33,,
NWSA,News Corp (Class A),Communication Services,27/02/2020,11.93,,
NWSA,News Corp (Class A),Communication Services,28/02/2020,12.075,,
NWSA,News Corp (Class A),Communication Services,02/03/2020,12.425,,
NWSA,News Corp (Class A),Communication Services,03/03/2020,11.835,,
NWSA,News Corp (Class A),Communication Services,04/03/2020,11.77,,
NWSA,News Corp (Class A),Communication Services,05/03/2020,11.07,,
NWSA,News Corp (Class A),Communication Services,06/03/2020,11.02,,
NWSA,News Corp (Class A),Communication Services,09/03/2020,10.14,,
NWSA,News Corp (Class A),Communication Services,10/03/2020,10.8,,
NWSA,News Corp (Class A),Communication Services,11/03/2020,10.09,,
NWSA,News Corp (Class A),Communication Services,12/03/2020,9.22,,
NWSA,News Corp (Class A),Communication Services,13/03/2020,10.47,,
NWSA,News Corp (Class A),Communication Services,16/03/2020,10.14,,
NWSA,News Corp (Class A),Communication Services,17/03/2020,10.88,,
NWSA,News Corp (Class A),Communication Services,18/03/2020,9.88,,
NWSA,News Corp (Class A),Communication Services,19/03/2020,9.67,,
NWSA,News Corp (Class A),Communication Services,20/03/2020,9.02,,
NWSA,News Corp (Class A),Communication Services,23/03/2020,8.23,,
NWSA,News Corp (Class A),Communication Services,24/03/2020,8.68,,
NWSA,News Corp (Class A),Communication Services,25/03/2020,8.72,,
NWSA,News Corp (Class A),Communication Services,26/03/2020,9.16,,
NWSA,News Corp (Class A),Communication Services,27/03/2020,8.53,,
NWSA,News Corp (Class A),Communication Services,30/03/2020,8.82,,
NWSA,News Corp (Class A),Communication Services,31/03/2020,8.975,,
NWSA,News Corp (Class A),Communication Services,01/04/2020,8.64,,
NWSA,News Corp (Class A),Communication Services,02/04/2020,8.2,,
NWSA,News Corp (Class A),Communication Services,03/04/2020,8.18,,
NWSA,News Corp (Class A),Communication Services,06/04/2020,8.93,,
NWSA,News Corp (Class A),Communication Services,07/04/2020,8.79,,
NWSA,News Corp (Class A),Communication Services,08/04/2020,8.95,,
NWSA,News Corp (Class A),Communication Services,09/04/2020,9.49,,
NWSA,News Corp (Class A),Communication Services,13/04/2020,9.39,,
NWSA,News Corp (Class A),Communication Services,14/04/2020,9.415,,
NWSA,News Corp (Class A),Communication Services,15/04/2020,8.93,,
NWSA,News Corp (Class A),Communication Services,16/04/2020,8.435,,
NWSA,News Corp (Class A),Communication Services,17/04/2020,8.9,,
NWSA,News Corp (Class A),Communication Services,20/04/2020,8.77,,
NWSA,News Corp (Class A),Communication Services,21/04/2020,8.435,,
NWSA,News Corp (Class A),Communication Services,22/04/2020,8.435,,
NWSA,News Corp (Class A),Communication Services,23/04/2020,8.675,,
NWSA,News Corp (Class A),Communication Services,24/04/2020,8.83,,
NWSA,News Corp (Class A),Communication Services,27/04/2020,9.46,,
